title,console,genre,publisher,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_year,decade,na_pct,jp_pct,pal_pct,other_pct,sales_tier,,,
Dino Master: Dig Discover Duel,DS,Strategy,Majesco,2.5,0.07,0.06,0,0,0,2006,2000,85.7,0,0,0,Niche (<0.1M),,,
Commandos 2: Men of Courage,XB,Strategy,Eidos Interactive,7.3,0.07,0.05,0,0.02,0,2002,2000,71.4,0,28.6,0,Niche (<0.1M),,,
Jewel Quest 5: The Sleepless Star,PC,Puzzle,ValuSoft,7.3,0.07,0.04,0,0.02,0.01,2011,2010,57.1,0,28.6,14.3,Niche (<0.1M),,,
Pipe Mania,PSP,Puzzle,Empire Interactive,7.3,0.07,0.06,0,0,0.01,2008,2000,85.7,0,0,14.3,Niche (<0.1M),,,
Tropix,DS,Puzzle,Capcom,7.3,0.07,0.06,0,0,0,2008,2000,85.7,0,0,0,Niche (<0.1M),,,
TigerShark,PS,Simulation,GT Interactive,7.3,0.07,0.04,0,0.03,0,1997,1990,57.1,0,42.9,0,Niche (<0.1M),,,
Margot's Word Brain,DS,Puzzle,Zoo Games,7.3,0.07,0.07,0,0,0.01,2008,2000,100,0,0,14.3,Niche (<0.1M),,,
Bomberman Max 2: Red Advance,GBA,Puzzle,Majesco,7.5,0.07,0.05,0,0.02,0,2002,2000,71.4,0,28.6,0,Niche (<0.1M),,,
The Rub Rabbits!,DS,Puzzle,Sega,7.3,0.07,0.03,0.04,0,0,2006,2000,42.9,57.1,0,0,Niche (<0.1M),,,
Jewel Time Deluxe,DS,Puzzle,O-Games,7.3,0.07,0.04,0,0.03,0.01,2011,2010,57.1,0,42.9,14.3,Niche (<0.1M),,,
Jewel Link Chronicles: Legend of Athena,DS,Puzzle,GSP,7.3,0.07,0,0,0.06,0.01,2011,2010,0,0,85.7,14.3,Niche (<0.1M),,,
Make 10: A Journey of Numbers,DS,Puzzle,Nintendo,7.3,0.07,0,0.07,0,0,2008,2000,0,100,0,0,Niche (<0.1M),,,
Risen 3: Titan Lords Enhanced Edition,PS4,Role-Playing,Deep Silver,1,0.07,0,0,0.06,0.01,2015,2010,0,0,85.7,14.3,Niche (<0.1M),,,
Elements of Destruction,DS,Strategy,THQ,7.3,0.07,0.07,0,0,0.01,2007,2000,100,0,0,14.3,Niche (<0.1M),,,
The Putter Golf,PS,Sports,Agetec,7.3,0.07,0.04,0,0.03,0,2001,2000,57.1,0,42.9,0,Niche (<0.1M),,,
The Sims 2: Seasons,PC,Simulation,Electronic Arts,7.3,0.07,0.01,0,0.04,0.01,2007,2000,14.3,0,57.1,14.3,Niche (<0.1M),,,
Microsoft Flight Simulator 2004: A Century of Flight,PC,Simulation,Microsoft Game Studios,7.3,0.07,0,0,0.06,0.01,2003,2000,0,0,85.7,14.3,Niche (<0.1M),,,
Jurassic Park: Operation Genesis,XB,Simulation,VU Games,7.3,0.07,0.05,0,0.01,0,2003,2000,71.4,0,14.3,0,Niche (<0.1M),,,
Dave Mirra BMX Challenge,PSP,Sports,Crave Entertainment,3.5,0.07,0.06,0,0,0.01,2006,2000,85.7,0,0,14.3,Niche (<0.1M),,,
World Tour Soccer 06,PSP,Sports,Sony Computer Entertainment,7.3,0.07,0.07,0,0,0.01,2006,2000,100,0,0,14.3,Niche (<0.1M),,,
Soccer Tsuku: Pro Soccer Club o Tsukurou!,PSV,Sports,Sega,7.3,0.07,0,0.07,0,0,2013,2010,0,100,0,0,Niche (<0.1M),,,
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PSP,Strategy,Namco Bandai,7.3,0.07,0,0.07,0,0,2009,2000,0,100,0,0,Niche (<0.1M),,,
Digimon World Championship,DS,Role-Playing,Namco Bandai,7.3,0.07,0,0.07,0,0,2008,2000,0,100,0,0,Niche (<0.1M),,,
Colosseum: Road to Freedom,PS2,Role-Playing,KOEI,7.3,0.07,0.03,0,0.03,0.01,2005,2000,42.9,0,42.9,14.3,Niche (<0.1M),,,
Dragon Slayer: Eiyuu Densetsu,SNES,Role-Playing,Epoch,7.3,0.07,0,0.07,0,0,1992,1990,0,100,0,0,Niche (<0.1M),,,
Dragon Slayer: The Legend of Heroes,SNES,Role-Playing,Epoch,7.3,0.07,0,0.07,0,0,1992,1990,0,100,0,0,Niche (<0.1M),,,
Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,DS,Role-Playing,Namco Bandai,7.3,0.07,0,0.07,0,0,2010,2010,0,100,0,0,Niche (<0.1M),,,
NAtURAL DOCtRINE,PSV,Role-Playing,NIS America,7.3,0.07,0.02,0.03,0.01,0.01,2014,2010,28.6,42.9,14.3,14.3,Niche (<0.1M),,,
Ken to Mahou to Gakuen Mono. 3,PS3,Role-Playing,Acquire,7.3,0.07,0,0.07,0,0,2010,2010,0,100,0,0,Niche (<0.1M),,,
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PS2,Strategy,Namco Bandai,7.3,0.07,0,0.07,0,0,2009,2000,0,100,0,0,Niche (<0.1M),,,
Norse by Norsewest: The Return of the Lost Vikings,PS,Action,Interplay,7.3,0.07,0.04,0,0.03,0,1997,1990,57.1,0,42.9,0,Niche (<0.1M),,,
Sushi Striker: The Way of Sushido,NS,Puzzle,Nintendo,7.9,0.07,0.02,0.03,0.01,0,2018,2010,28.6,42.9,14.3,0,Niche (<0.1M),,,
Titanic Mystery,DS,Puzzle,O-Games,7.3,0.07,0.05,0,0.01,0.01,2012,2010,71.4,0,14.3,14.3,Niche (<0.1M),,,
Sudoku Fever,GBA,Puzzle,Take-Two Interactive,7.3,0.07,0.05,0,0.02,0,2006,2000,71.4,0,28.6,0,Niche (<0.1M),,,
Ghostbusters (2016),XOne,Action,Activision,7.3,0.07,0.06,0,0,0.01,2016,2010,85.7,0,0,14.3,Niche (<0.1M),,,
Famicom Mini: Wrecking Crew,GBA,Puzzle,Nintendo,7.3,0.07,0,0.07,0,0,2004,2000,0,100,0,0,Niche (<0.1M),,,
Buster Bros. Collection,PS,Puzzle,Capcom,6.9,0.07,0.04,0,0.03,0,1997,1990,57.1,0,42.9,0,Niche (<0.1M),,,
Touch Detective: Nameko Shigeru,3DS,Puzzle,Success,7.3,0.07,0,0.07,0,0,2013,2010,0,100,0,0,Niche (<0.1M),,,
Heroes Phantasia,PSP,Role-Playing,Namco Bandai,7.3,0.07,0,0.07,0,0,2012,2010,0,100,0,0,Niche (<0.1M),,,
I am Setsuna,PSV,Role-Playing,Square Enix,7.3,0.07,0,0.07,0,0,2016,2010,0,100,0,0,Niche (<0.1M),,,
Doraemon: Nobita no Shin Makai Daibouken DS,DS,Role-Playing,Sega,7.3,0.07,0,0.07,0,0,2007,2000,0,100,0,0,Niche (<0.1M),,,
The Guided Fate Paradox,PS3,Role-Playing,NIS America,7.3,0.07,0,0.06,0,0,2013,2010,0,85.7,0,0,Niche (<0.1M),,,
Bleach: Hanatareshi Yabou,PS2,Role-Playing,Sony Computer Entertainment,7.3,0.07,0,0.07,0,0,2006,2000,0,100,0,0,Niche (<0.1M),,,
Fallout: Brotherhood of Steel,PS2,Role-Playing,Interplay,7.3,0.07,0.03,0,0.03,0.01,2004,2000,42.9,0,42.9,14.3,Niche (<0.1M),,,
RPG Maker: Fes,3DS,Role-Playing,NIS America,7,0.07,0.03,0.02,0,0,2017,2010,42.9,28.6,0,0,Niche (<0.1M),,,
Judie no Atelier: Guramnat no Renkinjutsushi,PS2,Role-Playing,Gust,7.3,0.07,0,0.07,0,0,2002,2000,0,100,0,0,Niche (<0.1M),,,
Mugen Souls Z,PS3,Role-Playing,NIS America,7.3,0.07,0.02,0.04,0.01,0.01,2014,2010,28.6,57.1,14.3,14.3,Niche (<0.1M),,,
Backyard NFL Football '09,DS,Sports,Atari,7.3,0.07,0.06,0,0,0.01,2008,2000,85.7,0,0,14.3,Niche (<0.1M),,,
John Madden Football,SNES,Sports,Electronic Arts,7.3,0.07,0,0.07,0,0,1991,1990,0,100,0,0,Niche (<0.1M),,,
FIFA Soccer 2004,GC,Sports,EA Sports,8.2,0.07,0.05,0,0.01,0,2003,2000,71.4,0,14.3,0,Niche (<0.1M),,,
Tecmo's Deception,PS,Role-Playing,Tecmo,7.3,0.07,0.04,0,0.03,0,1996,1990,57.1,0,42.9,0,Niche (<0.1M),,,
Ghost in the Shell: Stand Alone Complex,PSP,Role-Playing,Bandai,5.7,0.07,0.06,0,0,0.01,2005,2000,85.7,0,0,14.3,Niche (<0.1M),,,
Neverland Card Battles,PSP,Role-Playing,Yuke's,7.3,0.07,0.05,0,0,0.02,2008,2000,71.4,0,0,28.6,Niche (<0.1M),,,
Genkai Tokki: Moero Crystal,PSV,Role-Playing,Compile Heart,7.3,0.07,0,0.07,0,0,2015,2010,0,100,0,0,Niche (<0.1M),,,
Alex Rider: Stormbreaker,DS,Action,THQ,4,0.07,0.06,0,0,0,2006,2000,85.7,0,0,0,Niche (<0.1M),,,
Port Royale 3,X360,Simulation,Kalypso Media,7.3,0.07,0.06,0,0,0.01,2012,2010,85.7,0,0,14.3,Niche (<0.1M),,,
Secret Service: Ultimate Sacrifice,PS2,Action,Activision,7.3,0.07,0.03,0,0.03,0.01,2008,2000,42.9,0,42.9,14.3,Niche (<0.1M),,,
Spawn: Armageddon,GC,Action,Namco,7.3,0.07,0.05,0,0.01,0,2003,2000,71.4,0,14.3,0,Niche (<0.1M),,,
Shin Chan: Las Nuevas Aventuras Para Wii!,Wii,Action,505 Games,7.3,0.07,0,0.07,0,0,2008,2000,0,100,0,0,Niche (<0.1M),,,
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,3DS,Action,Namco Bandai Games,7.3,0.07,0,0.07,0,0,2014,2010,0,100,0,0,Niche (<0.1M),,,
Fable: The Lost Chapters,PC,Role-Playing,Microsoft Game Studios,8.3,0.07,0.01,0,0.05,0.01,2005,2000,14.3,0,71.4,14.3,Niche (<0.1M),,,
Dragon Valor,PS,Role-Playing,Namco,6.1,0.07,0.04,0,0.03,0,2000,2000,57.1,0,42.9,0,Niche (<0.1M),,,
Fantasy Aquarium World,Wii,Simulation,Destineer,7.3,0.07,0.06,0,0,0,2009,2000,85.7,0,0,0,Niche (<0.1M),,,
Armored Core: Nine Breaker,PS2,Simulation,Agetec,7.3,0.07,0.03,0,0.03,0.01,2005,2000,42.9,0,42.9,14.3,Niche (<0.1M),,,
Squishy Tank,DS,Puzzle,Natsume,7.3,0.07,0.07,0,0,0.01,2010,2010,100,0,0,14.3,Niche (<0.1M),,,
Zettai Onkan Otoda Master,DS,Role-Playing,Hudson Soft,7.3,0.07,0,0.07,0,0,2007,2000,0,100,0,0,Niche (<0.1M),,,
Dragoneer's Aria,PSP,Role-Playing,NIS America,5.2,0.07,0.02,0.05,0,0,2007,2000,28.6,71.4,0,0,Niche (<0.1M),,,
Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,DS,Role-Playing,Takara Tomy,7.3,0.07,0,0.07,0,0,2008,2000,0,100,0,0,Niche (<0.1M),,,
Seiken Densetsu Collection,NS,Role-Playing,Square Enix,7.3,0.07,0,0.07,0,0,2017,2010,0,100,0,0,Niche (<0.1M),,,
Worms Forts: Under Siege,XB,Strategy,Sega,7.3,0.07,0.05,0,0.01,0,2005,2000,71.4,0,14.3,0,Niche (<0.1M),,,
Divinity II: Ego Draconis,PC,Role-Playing,CDV Software Entertainment,6.8,0.07,0.01,0,0.05,0.01,2010,2010,14.3,0,71.4,14.3,Niche (<0.1M),,,
Torchlight,PC,Role-Playing,Perfect World Entertainment,8.4,0.07,0,0,0.06,0.01,2009,2000,0,0,85.7,14.3,Niche (<0.1M),,,
Kenyuu Densetsu Yaiba,SNES,Role-Playing,Banpresto,7.3,0.07,0,0.07,0,0,1994,1990,0,100,0,0,Niche (<0.1M),,,
The Legend of Heroes: Trails in the Sky the 3rd,PSP,Role-Playing,Falcom Corporation,7.3,0.07,0,0.07,0,0,2008,2000,0,100,0,0,Niche (<0.1M),,,
The Legend of Heroes: Trails in the Sky Third Chapter,PSP,Role-Playing,Falcom Corporation,7.3,0.07,0,0.07,0,0,2008,2000,0,100,0,0,Niche (<0.1M),,,
Shin Lucky * Star: Moe Drill ~Tabidachi~,DS,Action,Kadokawa Shoten,7.3,0.07,0,0.07,0,0,2007,2000,0,100,0,0,Niche (<0.1M),,,
Deep Labyrinth,DS,Action,Atlus,7.3,0.07,0.06,0,0,0,2006,2000,85.7,0,0,0,Niche (<0.1M),,,
Lost Heroes,PSP,Role-Playing,Namco Bandai Games,7.3,0.07,0,0.07,0,0,2012,2010,0,100,0,0,Niche (<0.1M),,,
Summon Night 4,PSP,Role-Playing,Namco Bandai Games,7.3,0.07,0,0.07,0,0,2012,2010,0,100,0,0,Niche (<0.1M),,,
Tales of Rebirth,PSP,Role-Playing,Namco Bandai,7.3,0.07,0,0.07,0,0,2008,2000,0,100,0,0,Niche (<0.1M),,,
X-Men: The Official Game,GBA,Action,Activision,7.3,0.07,0.05,0,0.02,0,2006,2000,71.4,0,28.6,0,Niche (<0.1M),,,
Generator Rex: Agent of Providence,DS,Action,Activision,7.3,0.07,0.05,0,0.01,0.01,2011,2010,71.4,0,14.3,14.3,Niche (<0.1M),,,
The Powerpuff Girls: Relish Rampage,GC,Action,BAM! Entertainment,7.3,0.07,0.05,0,0.01,0,2003,2000,71.4,0,14.3,0,Niche (<0.1M),,,
Ninja Warriors,SNES,Action,Taito,7.3,0.07,0,0.07,0,0,1994,1990,0,100,0,0,Niche (<0.1M),,,
Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,Strategy,Tecmo Koei,7.3,0.07,0,0.07,0,0,2011,2010,0,100,0,0,Niche (<0.1M),,,
Worms 3D,GC,Strategy,Acclaim Entertainment,7.5,0.07,0.05,0,0.01,0,2004,2000,71.4,0,14.3,0,Niche (<0.1M),,,
MotorStorm RC,PSV,Racing,Sony Computer Entertainment,8.1,0.07,0,0,0.05,0.01,2012,2010,0,0,71.4,14.3,Niche (<0.1M),,,
Operation Darkness,X360,Role-Playing,Atlus,7.3,0.07,0.07,0,0,0.01,2008,2000,100,0,0,14.3,Niche (<0.1M),,,
Criminal Girls: Invite Only,PSV,Role-Playing,NIS America,7.3,0.07,0.01,0.04,0.01,0.01,2015,2010,14.3,57.1,14.3,14.3,Niche (<0.1M),,,
Wizardry: Llylgamyn Saga,PS,Role-Playing,Locus,7.3,0.07,0,0.07,0,0,1998,1990,0,100,0,0,Niche (<0.1M),,,
God Wars: Future Past,PS4,Role-Playing,NIS America,7.3,0.07,0.03,0.02,0.01,0.01,2017,2010,42.9,28.6,14.3,14.3,Niche (<0.1M),,,
Dream C Club,X360,Simulation,D3 Publisher,7.3,0.07,0,0.07,0,0,2009,2000,0,100,0,0,Niche (<0.1M),,,
Pizza Delivery Boy,Wii,Simulation,Majesco,7.3,0.07,0.06,0,0,0,2010,2010,85.7,0,0,0,Niche (<0.1M),,,
Eiyuu Densetsu: Zero no Kiseki: Evolution,PSV,Role-Playing,Falcom Corporation,7.3,0.07,0,0.07,0,0,2012,2010,0,100,0,0,Niche (<0.1M),,,
Disgaea 1 Complete,PS4,Role-Playing,NIS America,7.3,0.07,0.04,0.01,0,0.01,2018,2010,57.1,14.3,0,14.3,Niche (<0.1M),,,
Atelier Sophie: The Alchemist of the Mysterious Book,PSV,Role-Playing,Tecmo Koei,7.3,0.07,0,0.07,0,0,2016,2010,0,100,0,0,Niche (<0.1M),,,
The Elder Scrolls IV: Shivering Isles,PS3,Role-Playing,Bethesda Softworks,7.3,0.07,0.07,0,0,0.01,2007,2000,100,0,0,14.3,Niche (<0.1M),,,
The Caligula Effect,PSV,Role-Playing,Atlus,7.3,0.07,0,0.07,0,0,2017,2010,0,100,0,0,Niche (<0.1M),,,
Record of Agarest War,PS3,Role-Playing,Ghostlight,7.3,0.07,0,0.03,0.03,0.01,2009,2000,0,42.9,42.9,14.3,Niche (<0.1M),,,
Summon Night,DS,Role-Playing,Banpresto,7.3,0.07,0,0.07,0,0,2008,2000,0,100,0,0,Niche (<0.1M),,,
Lost in Blue 2,DS,Adventure,Konami,7.3,0.07,0.01,0.05,0.01,0,2007,2000,14.3,71.4,14.3,0,Niche (<0.1M),,,
Obscure,PS2,Adventure,DreamCatcher Interactive,6.8,0.07,0.03,0,0.03,0.01,2005,2000,42.9,0,42.9,14.3,Niche (<0.1M),,,
Sherlock Holmes: Crimes & Punishments,PS3,Adventure,Focus Home Interactive,7.3,0.07,0.03,0,0.03,0.01,2014,2010,42.9,0,42.9,14.3,Niche (<0.1M),,,
Hello Neighbor: Hide & Seek,NS,Adventure,Gearbox Software,7.3,0.07,0.06,0,0,0.01,2018,2010,85.7,0,0,14.3,Niche (<0.1M),,,
Hello Neighbor: Hide & Seek,PS4,Adventure,Gearbox Software,7.3,0.07,0.05,0,0,0.01,2018,2010,71.4,0,0,14.3,Niche (<0.1M),,,
Hello Neighbor: Hide & Seek,XOne,Adventure,Gearbox Software,7.3,0.07,0.06,0,0,0.01,2018,2010,85.7,0,0,14.3,Niche (<0.1M),,,
Ragnarok: Hikari to Yami no Koujo,PSP,Role-Playing,GungHo,7.3,0.07,0.02,0.05,0,0.01,2012,2010,28.6,71.4,0,14.3,Niche (<0.1M),,,
Full Spectrum Warrior: Ten Hammers,PS2,Strategy,THQ,5.5,0.07,0.03,0,0.02,0.01,2006,2000,42.9,0,28.6,14.3,Niche (<0.1M),,,
Samurai Warriors 4: Empires,PSV,Action,Tecmo Koei,7.3,0.07,0,0.07,0,0,2016,2010,0,100,0,0,Niche (<0.1M),,,
Daniel X: The Ultimate Power,DS,Action,THQ,7.3,0.07,0.06,0,0,0,2010,2010,85.7,0,0,0,Niche (<0.1M),,,
Batman: Rise of Sin Tzu,GBA,Action,Ubisoft,5.5,0.07,0.05,0,0.02,0,2003,2000,71.4,0,28.6,0,Niche (<0.1M),,,
Battlezone: Rise of the Black Dogs,N64,Strategy,Crave Entertainment,7.3,0.07,0.06,0,0.01,0,2000,2000,85.7,0,14.3,0,Niche (<0.1M),,,
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PS3,Strategy,Namco Bandai Games,7.3,0.07,0,0.07,0,0,2013,2010,0,100,0,0,Niche (<0.1M),,,
Army Men: RTS,GC,Strategy,Global Star Software,6.9,0.07,0.05,0,0.01,0,2004,2000,71.4,0,14.3,0,Niche (<0.1M),,,
Future Tactics: The Uprising,PS2,Strategy,Crave Entertainment,7.3,0.07,0.03,0,0.03,0.01,2004,2000,42.9,0,42.9,14.3,Niche (<0.1M),,,
Hakuouki: Junsouroku,PS3,Adventure,Aksys Games,7.3,0.07,0.03,0.03,0,0.01,2014,2010,42.9,42.9,0,14.3,Niche (<0.1M),,,
Ecco: The Tides of Time,GEN,Adventure,Sega,7.3,0.07,0,0.07,0,0,1994,1990,0,100,0,0,Niche (<0.1M),,,
12-Sai. Honto no Kimochi,3DS,Adventure,Happinet,7.3,0.07,0,0.07,0,0,2014,2010,0,100,0,0,Niche (<0.1M),,,
Just Dance: Disney Party 2,X360,Music,Ubisoft,7.3,0.07,0.06,0,0.01,0.01,2015,2010,85.7,0,14.3,14.3,Niche (<0.1M),,,
Home Sweet Home (2017),PS4,Adventure,Mastiff,7.3,0.07,0.05,0,0,0.01,2018,2010,71.4,0,0,14.3,Niche (<0.1M),,,
Broken Sword 5: The Serpent's Curse,PS4,Adventure,Unbalance,7.3,0.07,0,0,0.06,0.01,2019,2010,0,0,85.7,14.3,Niche (<0.1M),,,
Higurashi no Naku Koro ni Matsuri: Kakera Asobi,PS2,Adventure,Alchemist,7.3,0.07,0,0.07,0,0,2007,2000,0,100,0,0,Niche (<0.1M),,,
Magic Pengel: The Quest for Color,PS2,Role-Playing,Agetec,7.3,0.07,0.04,0,0.03,0.01,2003,2000,57.1,0,42.9,14.3,Niche (<0.1M),,,
The Witch and the Hundred Knight 2,PS4,Role-Playing,NIS America,7.3,0.07,0.03,0.03,0,0.01,2018,2010,42.9,42.9,0,14.3,Niche (<0.1M),,,
SimCity 4: Deluxe Edition,PC,Simulation,Electronic Arts,7.3,0.07,0,0,0.06,0.01,2003,2000,0,0,85.7,14.3,Niche (<0.1M),,,
Strike Point,PS,Simulation,American Technos,7.3,0.07,0.04,0,0.03,0,1996,1990,57.1,0,42.9,0,Niche (<0.1M),,,
Overlord: Minions,DS,Puzzle,Codemasters,7.3,0.07,0.07,0,0,0.01,2009,2000,100,0,0,14.3,Niche (<0.1M),,,
Roll Away,PS,Puzzle,Psygnosis,7.3,0.07,0.04,0,0.03,0,1998,1990,57.1,0,42.9,0,Niche (<0.1M),,,
Gambler Densetsu Tetsuya,PS2,Adventure,Athena,7.3,0.07,0,0.07,0,0,2001,2000,0,100,0,0,Niche (<0.1M),,,
Flower, Sun, and Rain,DS,Adventure,Marvelous Interactive,5.7,0.07,0.06,0,0,0.01,2009,2000,85.7,0,0,14.3,Niche (<0.1M),
Galerians: Ash,PS2,Adventure,Sammy Corporation,7.3,0.07,0.03,0,0.03,0.01,2003,2000,42.9,0,42.9,14.3,Niche (<0.1M),,,
The Book of Unwritten Tales 2,PS4,Adventure,Nordic Games,7.3,0.07,0,0,0.06,0.01,2015,2010,0,0,85.7,14.3,Niche (<0.1M),,,
The Walking Dead: A Telltale Series Collection,PS4,Adventure,Warner Bros. Interactive Entertainment,7.3,0.07,0.06,0,0,0.01,2017,2010,85.7,0,0,14.3,Niche (<0.1M),,,
Zumba Fitness Core,Wii,Music,Majesco Entertainment,7.3,0.07,0,0,0.06,0,2012,2010,0,0,85.7,0,Niche (<0.1M),,,
The Voice,PS3,Music,Activision,7.3,0.07,0.06,0,0,0.01,2014,2010,85.7,0,0,14.3,Niche (<0.1M),,,
Vampire Knight DS,DS,Adventure,D3 Publisher,7.3,0.07,0,0.07,0,0,2009,2000,0,100,0,0,Niche (<0.1M),,,
Vampire Legends: Power of Three,DS,Adventure,THQ,7.3,0.07,0.07,0,0,0.01,2010,2010,100,0,0,14.3,Niche (<0.1M),,,
Shadowgate 64: Trials of the Four Towers,N64,Adventure,Kemco,5.4,0.07,0.06,0,0.01,0,1999,1990,85.7,0,14.3,0,Niche (<0.1M),,,
Freddi Fish: Kelp Seed Mystery,Wii,Adventure,Majesco,7.3,0.07,0.06,0,0,0,2008,2000,85.7,0,0,0,Niche (<0.1M),,,
Command & Conquer 3: Tiberium Wars,PC,Strategy,Electronic Arts,7.3,0.07,0,0,0.06,0.01,2007,2000,0,0,85.7,14.3,Niche (<0.1M),,,
Transformer: Rise of the Dark Spark,3DS,Strategy,Activision,7.3,0.07,0.05,0,0.02,0.01,2014,2010,71.4,0,28.6,14.3,Niche (<0.1M),,,
Vanguard Bandits,PS,Strategy,Working Designs,6.4,0.07,0.04,0,0.03,0,2000,2000,57.1,0,42.9,0,Niche (<0.1M),,,
Miracle Girls Festival,PSV,Music,Sega,7.3,0.07,0,0.07,0,0,2015,2010,0,100,0,0,Niche (<0.1M),,,
Hikaru no Go: Heian Gensou Ibunroku,PS,Adventure,Konami,7.3,0.07,0,0.06,0,0,2002,2000,0,85.7,0,0,Niche (<0.1M),,,
Lifeline,PS2,Adventure,Konami,7.3,0.07,0.03,0,0.03,0.01,2004,2000,42.9,0,42.9,14.3,Niche (<0.1M),,,
Jake Power: Handyman,DS,Adventure,Ubisoft,7.3,0.07,0.06,0,0,0.01,2009,2000,85.7,0,0,14.3,Niche (<0.1M),,,
Myst,PS,Adventure,Psygnosis,7.3,0.07,0,0.07,0,0,1996,1990,0,100,0,0,Niche (<0.1M),,,
Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,PSP,Adventure,Sony Computer Entertainment,7.3,0.07,0,0.07,0,0,2010,2010,0,100,0,0,Niche (<0.1M),,,
Animal Kingdom: Wildlife Expedition,Wii,Adventure,Natsume,7.3,0.07,0.07,0,0,0.01,2009,2000,100,0,0,14.3,Niche (<0.1M),,,
Real Sound: Kaze no Riguretto,SAT,Adventure,Warp,7.3,0.07,0,0.07,0,0,1997,1990,0,100,0,0,Niche (<0.1M),,,
Batman: A Telltale Game Series,XOne,Adventure,Telltale Games,7.3,0.07,0.06,0,0.01,0.01,2016,2010,85.7,0,14.3,14.3,Niche (<0.1M),,,
Still Life,XB,Adventure,The Adventure Company,7.3,0.07,0.05,0,0.02,0,2005,2000,71.4,0,28.6,0,Niche (<0.1M),,,
Haikyuu!! Tsunage! Itadaki no Keshiki!!,3DS,Adventure,Namco Bandai Games,7.3,0.07,0,0.07,0,0,2014,2010,0,100,0,0,Niche (<0.1M),,,
Suzumiya Haruhi no Gekidou,Wii,Adventure,Kadokawa Shoten,7.3,0.07,0,0.07,0,0,2009,2000,0,100,0,0,Niche (<0.1M),,,
Steins;Gate 0,PS4,Adventure,PQube,7.3,0.07,0,0.07,0,0,2016,2010,0,100,0,0,Niche (<0.1M),,,
I am Setsuna,PS4,Role-Playing,Square Enix,7.3,0.07,0,0.07,0,0,2016,2010,0,100,0,0,Niche (<0.1M),,,
WRC 7,PS4,Racing,Bigben Interactive,7.3,0.07,0.06,0,0,0.01,2017,2010,85.7,0,0,14.3,Niche (<0.1M),,,
Roogoo Attack!,DS,Puzzle,SouthPeak Interactive,7.3,0.07,0.07,0,0,0.01,2009,2000,100,0,0,14.3,Niche (<0.1M),,,
Let's Ride! Dreamer,GBA,Adventure,THQ,7.3,0.07,0.05,0,0.02,0,2006,2000,71.4,0,28.6,0,Niche (<0.1M),,,
Chronicles of Mystery: The Secret Tree of Life,DS,Adventure,City Interactive,7.3,0.07,0.03,0,0.04,0.01,2011,2010,42.9,0,57.1,14.3,Niche (<0.1M),,,
Hakuouki DS,DS,Adventure,Idea Factory,7.3,0.07,0,0.07,0,0,2010,2010,0,100,0,0,Niche (<0.1M),,,
Again,DS,Adventure,KOEI,6,0.07,0.07,0,0,0.01,2010,2010,100,0,0,14.3,Niche (<0.1M),,,
Fairy Tail: Zelef Kakusei,PSP,Fighting,Konami,7.3,0.07,0,0.07,0,0,2012,2010,0,100,0,0,Niche (<0.1M),,,
Tom and Jerry in War of the Whiskers,GC,Fighting,NewKidCo,7.3,0.07,0.05,0,0.01,0,2003,2000,71.4,0,14.3,0,Niche (<0.1M),,,
Street Fighter V,PC,Fighting,Capcom,7.3,0.07,0,0,0.06,0,2016,2010,0,0,85.7,0,Niche (<0.1M),,,
BlazBlue: Cross Tag Battle,NS,Fighting,Arc System Works,8,0.07,0.04,0.01,0.01,0.01,2018,2010,57.1,14.3,14.3,14.3,Niche (<0.1M),,,
McFarlane's Evil Prophecy,PS2,Action,Konami,7.3,0.07,0.03,0,0.03,0.01,2004,2000,42.9,0,42.9,14.3,Niche (<0.1M),,,
Legends of Wrestling II,GBA,Fighting,Acclaim Entertainment,7.3,0.07,0.05,0,0.02,0,2002,2000,71.4,0,28.6,0,Niche (<0.1M),,,
Fatal Fury: Battle Archives Volume 2,PS2,Fighting,SNK Playmore,7.3,0.07,0.03,0,0.03,0.01,2008,2000,42.9,0,42.9,14.3,Niche (<0.1M),,,
Second Sight,XB,Adventure,Codemasters,7.8,0.07,0.05,0,0.02,0,2004,2000,71.4,0,28.6,0,Niche (<0.1M),,,
NO?®L: La Neige,PS,Adventure,Pioneer LDC,7.3,0.07,0,0.07,0,0,1998,1990,0,100,0,0,Niche (<0.1M),,,
Minecraft: Story Mode,WiiU,Adventure,Mojang,7.3,0.07,0.04,0,0.03,0.01,2016,2010,57.1,0,42.9,14.3,Niche (<0.1M),,,
Yoake Yori Ruriiro na: Brighter than Dawning Blue,PS2,Adventure,Aria,7.3,0.07,0,0.07,0,0,2006,2000,0,100,0,0,Niche (<0.1M),,,
