title,console,genre,publisher,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_year,decade,na_pct,jp_pct,pal_pct,other_pct,sales_tier,,,
LEGO Star Wars: The Video Game,PS2,Action,Eidos Interactive,7.9,3.53,1.98,0.01,1.14,0.41,2005,2000,56.1,0.3,32.3,11.6,Hit (1ƒ??5M),,,
Resident Evil 5,X360,Action,Capcom,8.6,3.53,2.13,0.12,0.93,0.34,2009,2000,60.3,3.4,26.3,9.6,Hit (1ƒ??5M),,,
James Bond 007: Agent Under Fire,PS2,Shooter,Electronic Arts,7.3,3.53,1.9,0.1,1.13,0.41,2001,2000,53.8,2.8,32,11.6,Hit (1ƒ??5M),,,
Assassin's Creed: Brotherhood,X360,Action,Ubisoft,9.1,3.53,2.87,0.03,0.39,0.25,2010,2010,81.3,0.8,11,7.1,Hit (1ƒ??5M),,,
Rugrats in Paris: The Movie,PS,Action,THQ,7.3,3.52,1.96,0,1.33,0.23,2000,2000,55.7,0,37.8,6.5,Hit (1ƒ??5M),,,
FIFA Soccer 11,X360,Sports,EA Sports,8.7,3.52,0.71,0.02,2.39,0.4,2010,2010,20.2,0.6,67.9,11.4,Hit (1ƒ??5M),,,
NBA 2K17,PS4,Sports,2K Sports,9,3.52,2.28,0.03,0.59,0.63,2016,2010,64.8,0.9,16.8,17.9,Hit (1ƒ??5M),,,
Mortal Kombat X,PS4,Fighting,Warner Bros. Interactive Entertainment,7.3,3.49,1.94,0,0.94,0.61,2015,2010,55.6,0,26.9,17.5,Hit (1ƒ??5M),,,
FIFA Soccer 2004,PS2,Sports,EA Sports,8,3.49,0.59,0.04,2.36,0.51,2003,2000,16.9,1.1,67.6,14.6,Hit (1ƒ??5M),,,
Borderlands,X360,Shooter,2K Games,8.3,3.48,2.43,0.03,0.72,0.3,2009,2000,69.8,0.9,20.7,8.6,Hit (1ƒ??5M),,,
Battlefield: Bad Company 2,X360,Shooter,Electronic Arts,9,3.48,2.11,0.04,1.01,0.33,2010,2010,60.6,1.1,29,9.5,Hit (1ƒ??5M),,,
Mario & Sonic at the Olympic Winter Games,DS,Sports,Sega,7.6,3.47,1.21,0.27,1.63,0.37,2009,2000,34.9,7.8,47,10.7,Hit (1ƒ??5M),,,
Guitar Hero: On Tour,DS,Misc,Activision,7.1,3.46,2.1,0.01,1.01,0.35,2008,2000,60.7,0.3,29.2,10.1,Hit (1ƒ??5M),,,
Tekken 4,PS2,Fighting,Namco,7.9,3.44,1.55,0.33,1.27,0.29,2002,2000,45.1,9.6,36.9,8.4,Hit (1ƒ??5M),,,
LEGO Batman: The Videogame,X360,Adventure,Warner Bros. Interactive,7.5,3.44,2.07,0,1.04,0.34,2008,2000,60.2,0,30.2,9.9,Hit (1ƒ??5M),,,
Halo: The Master Chief Collection,XOne,Shooter,Microsoft Studios,8.8,3.44,2.06,0.03,1.04,0.31,2014,2010,59.9,0.9,30.2,9,Hit (1ƒ??5M),,,
FIFA 14,PS4,Sports,EA Sports,7.3,3.43,0.62,0.12,2.18,0.51,2013,2010,18.1,3.5,63.6,14.9,Hit (1ƒ??5M),,,
LittleBigPlanet 2,PS3,Platform,Sony Computer Entertainment,9.1,3.43,1.83,0.06,1.07,0.47,2011,2010,53.4,1.7,31.2,13.7,Hit (1ƒ??5M),,,
Grand Theft Auto 2,PS,Action,Rockstar Games,6.9,3.42,1.13,0,2.07,0.22,1999,1990,33,0,60.5,6.4,Hit (1ƒ??5M),,,
Destiny,XOne,Shooter,Activision,8.3,3.41,2.17,0,0.92,0.32,2014,2010,63.6,0,27,9.4,Hit (1ƒ??5M),,,
Spider-Man 2,PS2,Action,Activision,7.9,3.41,1.75,0.02,1.2,0.43,2004,2000,51.3,0.6,35.2,12.6,Hit (1ƒ??5M),,,
FIFA Soccer 2003,PS2,Sports,EA Sports,7.3,3.4,0.46,0.05,2.28,0.61,2002,2000,13.5,1.5,67.1,17.9,Hit (1ƒ??5M),,,
Crash Bash,PS,Misc,Sony Computer Entertainment,6.8,3.39,1.56,0.19,1.47,0.17,2000,2000,46,5.6,43.4,5,Hit (1ƒ??5M),,,
Gears of War 4,XOne,Shooter,Microsoft Studios,7.3,3.38,2.17,0,0.9,0.32,2016,2010,64.2,0,26.6,9.5,Hit (1ƒ??5M),,,
WWF War Zone,PS,Fighting,Acclaim Entertainment,7.3,3.36,2.47,0,0.76,0.13,1998,1990,73.5,0,22.6,3.9,Hit (1ƒ??5M),,,
The Elder Scrolls V: Skyrim Special Edition,PS4,Role-Playing,Bethesda Softworks,8.3,3.36,1.24,0.08,1.5,0.54,2016,2010,36.9,2.4,44.6,16.1,Hit (1ƒ??5M),,,
Watch Dogs 2,PS4,Action,Ubisoft,7.3,3.36,0.98,0.12,1.74,0.52,2016,2010,29.2,3.6,51.8,15.5,Hit (1ƒ??5M),,,
Assassin's Creed IV: Black Flag,X360,Action-Adventure,Ubisoft,8.5,3.34,1.9,0.01,1.14,0.3,2013,2010,56.9,0.3,34.1,9,Hit (1ƒ??5M),,,
NBA 2K18,PS4,Sports,2K Sports,8.1,3.34,2.13,0.04,0.57,0.59,2017,2010,63.8,1.2,17.1,17.7,Hit (1ƒ??5M),,,
James Bond 007: Nightfire,PS2,Shooter,Electronic Arts,7.3,3.33,1.45,0.12,1.29,0.46,2002,2000,43.5,3.6,38.7,13.8,Hit (1ƒ??5M),,,
Star Wars Episode III: Revenge of the Sith,PS2,Action,LucasArts,7.3,3.32,1.47,0.03,1.39,0.43,2005,2000,44.3,0.9,41.9,13,Hit (1ƒ??5M),,,
Max Payne,PS2,Shooter,Rockstar Games,8.1,3.31,1.99,0.05,1.05,0.22,2001,2000,60.1,1.5,31.7,6.6,Hit (1ƒ??5M),,,
Madden NFL 16,PS4,Sports,EA Sports,8.2,3.3,2.39,0,0.31,0.61,2015,2010,72.4,0,9.4,18.5,Hit (1ƒ??5M),,,
Madden NFL 17,PS4,Sports,EA Sports,8.5,3.28,2.3,0,0.37,0.6,2016,2010,70.1,0,11.3,18.3,Hit (1ƒ??5M),,,
The Lord of the Rings: The Return of the King,PS2,Action,Electronic Arts,8.4,3.28,1.5,0.05,1.28,0.46,2003,2000,45.7,1.5,39,14,Hit (1ƒ??5M),,,
Far Cry 3,PS3,Shooter,Ubisoft,7.3,3.27,0.88,0.1,1.79,0.5,2012,2010,26.9,3.1,54.7,15.3,Hit (1ƒ??5M),,,
Gran Turismo (PSP),PSP,Racing,Sony Computer Entertainment,7.3,3.27,0.51,0.31,1.59,0.86,2009,2000,15.6,9.5,48.6,26.3,Hit (1ƒ??5M),,,
True Crime: Streets of LA,PS2,Action,Activision,7.3,3.27,1.89,0.02,1.05,0.31,2003,2000,57.8,0.6,32.1,9.5,Hit (1ƒ??5M),,,
FIFA 16,XOne,Sports,EA Sports,8.5,3.25,0.92,0,2.1,0.24,2015,2010,28.3,0,64.6,7.4,Hit (1ƒ??5M),,,
L.A. Noire,PS3,Adventure,Rockstar Games,9.1,3.21,1.29,0.12,1.31,0.49,2011,2010,40.2,3.7,40.8,15.3,Hit (1ƒ??5M),,,
007: Tomorrow Never Dies,PS,Shooter,Electronic Arts,6.2,3.21,1.72,0,1.33,0.16,1999,1990,53.6,0,41.4,5,Hit (1ƒ??5M),,,
WWF SmackDown! 2: Know Your Role,PS,Fighting,THQ,8.7,3.2,1.76,0.07,1.21,0.16,2000,2000,55,2.2,37.8,5,Hit (1ƒ??5M),,,
Assassin's Creed IV: Black Flag,PS4,Action-Adventure,Ubisoft,8.3,3.19,1.07,0.06,1.55,0.51,2013,2010,33.5,1.9,48.6,16,Hit (1ƒ??5M),,,
Assassin's Creed Odyssey,PS4,Action-Adventure,Ubisoft,9.5,3.18,1.18,0.09,1.4,0.51,2018,2010,37.1,2.8,44,16,Hit (1ƒ??5M),,,
Enter the Matrix,PS2,Action,Atari,7.3,3.18,1.78,0.09,1.12,0.19,2003,2000,56,2.8,35.2,6,Hit (1ƒ??5M),,,
Fallout: New Vegas,PS3,Role-Playing,Bethesda Softworks,8.2,3.17,1.54,0.1,1.04,0.49,2010,2010,48.6,3.2,32.8,15.5,Hit (1ƒ??5M),,,
FIFA Soccer 08,PS2,Sports,EA Sports,7.3,3.14,0.68,0,0,2.46,2007,2000,21.7,0,0,78.3,Hit (1ƒ??5M),,,
Club Penguin: Elite Penguin Force,DS,Adventure,Disney Interactive Studios,7,3.14,1.87,0,0.97,0.3,2008,2000,59.6,0,30.9,9.6,Hit (1ƒ??5M),,,
FIFA 18,XOne,Sports,EA Sports,8,3.14,0.98,0,1.92,0.23,2017,2010,31.2,0,61.1,7.3,Hit (1ƒ??5M),,,
Spider-Man,PS,Action,Activision,7.3,3.13,1.7,0.02,1.25,0.16,2000,2000,54.3,0.6,39.9,5.1,Hit (1ƒ??5M),,,
Resident Evil 6,PS3,Action,Capcom,7.3,3.12,0.88,0.88,0.97,0.39,2012,2010,28.2,28.2,31.1,12.5,Hit (1ƒ??5M),,,
Need for Speed III: Hot Pursuit,PS,Racing,Electronic Arts,7.3,3.12,2.14,0,0.86,0.13,1998,1990,68.6,0,27.6,4.2,Hit (1ƒ??5M),,,
The Elder Scrolls IV: Oblivion,PS3,Role-Playing,Bethesda Softworks,9.3,3.12,1.69,0.14,0.86,0.44,2007,2000,54.2,4.5,27.6,14.1,Hit (1ƒ??5M),,,
Tom Clancy's Ghost Recon Wildlands,PS4,Shooter,Ubisoft,7,3.12,1.07,0.22,1.35,0.47,2017,2010,34.3,7.1,43.3,15.1,Hit (1ƒ??5M),,,
Titanfall,XOne,Shooter,Electronic Arts,7.3,3.11,1.88,0.04,0.91,0.28,2014,2010,60.5,1.3,29.3,9,Hit (1ƒ??5M),,,
NBA 2K13,X360,Sports,2K Sports,8.6,3.11,2.62,0.01,0.21,0.28,2012,2010,84.2,0.3,6.8,9,Hit (1ƒ??5M),,,
Mass Effect 2,X360,Role-Playing,Electronic Arts,9.5,3.1,1.99,0.03,0.81,0.27,2010,2010,64.2,1,26.1,8.7,Hit (1ƒ??5M),,,
LEGO Batman: The Videogame,Wii,Adventure,Warner Bros. Interactive,7.3,3.08,1.8,0,0.98,0.29,2008,2000,58.4,0,31.8,9.4,Hit (1ƒ??5M),,,
Madden NFL 2002,PS2,Sports,EA Sports,7.3,3.08,2.5,0.01,0.16,0.42,2001,2000,81.2,0.3,5.2,13.6,Hit (1ƒ??5M),,,
Call of Duty: Ghosts,XOne,Shooter,Activision,7.5,3.07,1.92,0,0.86,0.28,2013,2010,62.5,0,28,9.1,Hit (1ƒ??5M),,,
Saints Row 2,X360,Action,THQ,7.9,3.07,1.98,0.02,0.79,0.28,2008,2000,64.5,0.7,25.7,9.1,Hit (1ƒ??5M),,,
The Sims: Vacation,PC,Simulation,Electronic Arts,7.3,3.07,1.72,0,1.21,0.14,2002,2000,56,0,39.4,4.6,Hit (1ƒ??5M),,,
Borderlands 2,X360,Shooter,2K Games,7.3,3.06,1.89,0.04,0.88,0.26,2013,2010,61.8,1.3,28.8,8.5,Hit (1ƒ??5M),,,
LEGO Batman: The Videogame,DS,Adventure,Warner Bros. Interactive,7.8,3.06,1.75,0,1.02,0.29,2008,2000,57.2,0,33.3,9.5,Hit (1ƒ??5M),,,
Kung Fu Panda,X360,Platform,Activision,7.5,3.05,1.91,0,0.84,0.29,2008,2000,62.6,0,27.5,9.5,Hit (1ƒ??5M),,,
Mass Effect 3,X360,Role-Playing,Electronic Arts,9.5,3.04,1.94,0.03,0.84,0.24,2012,2010,63.8,1,27.6,7.9,Hit (1ƒ??5M),,,
Metal Gear Solid V: The Phantom Pain,PS4,Action,Konami Digital Entertainment,7.3,3.04,0.97,0.5,1.15,0.42,2015,2010,31.9,16.4,37.8,13.8,Hit (1ƒ??5M),,,
Rayman,PS,Platform,Ubisoft,7,3.03,1.54,0,1.33,0.16,1995,1990,50.8,0,43.9,5.3,Hit (1ƒ??5M),,,
Tom Clancy's Splinter Cell,XB,Action,Ubisoft,9.3,3.02,1.85,0,1.04,0.13,2002,2000,61.3,0,34.4,4.3,Hit (1ƒ??5M),,,
WWE SmackDown! vs. Raw 2006,PS2,Fighting,THQ,8.4,3,1.57,0,1.02,0.41,2005,2000,52.3,0,34,13.7,Hit (1ƒ??5M),,,
The Sims: Livin Large,PC,Misc,Electronic Arts,7.3,2.99,1.67,0,1.18,0.13,2000,2000,55.9,0,39.5,4.3,Hit (1ƒ??5M),,,
World Soccer Winning Eleven 6 International,PS2,Sports,Konami,7.3,2.99,0.12,1.16,1.26,0.45,2003,2000,4,38.8,42.1,15.1,Hit (1ƒ??5M),,,
Far Cry 3,X360,Shooter,Ubisoft,7.3,2.98,1.38,0.02,1.33,0.25,2012,2010,46.3,0.7,44.6,8.4,Hit (1ƒ??5M),,,
Hitman 2: Silent Assassin,PS2,Action,Eidos Interactive,7.3,2.96,1.36,0.04,1.15,0.41,2002,2000,45.9,1.4,38.9,13.9,Hit (1ƒ??5M),,,
Battlefield: Bad Company 2,PS3,Shooter,Electronic Arts,8.9,2.96,1.33,0.08,1.11,0.44,2010,2010,44.9,2.7,37.5,14.9,Hit (1ƒ??5M),,,
Street Fighter IV,X360,Fighting,Capcom,9.3,2.95,1.83,0.15,0.7,0.26,2009,2000,62,5.1,23.7,8.8,Hit (1ƒ??5M),,,
WWE SmackDown! vs. RAW 2006,PS2,Fighting,THQ,7.3,2.94,1.45,0.04,1.11,0.33,2005,2000,49.3,1.4,37.8,11.2,Hit (1ƒ??5M),,,
Pac-Man Collection,GBA,Puzzle,Namco,7.3,2.94,2.07,0.05,0.77,0.05,2001,2000,70.4,1.7,26.2,1.7,Hit (1ƒ??5M),,,
Madden NFL 13,X360,Sports,EA Sports,8,2.93,2.53,0,0.16,0.24,2012,2010,86.3,0,5.5,8.2,Hit (1ƒ??5M),,,
Doom (2016),PS4,Shooter,Bethesda Softworks,7.3,2.92,0.93,0.04,1.48,0.46,2016,2010,31.8,1.4,50.7,15.8,Hit (1ƒ??5M),,,
Mass Effect,X360,Role-Playing,Microsoft Game Studios,9.2,2.91,1.83,0.03,0.79,0.27,2007,2000,62.9,1,27.1,9.3,Hit (1ƒ??5M),,,
FIFA 15,X360,Sports,EA Sports,6.9,2.91,0.8,0,1.9,0.21,2014,2010,27.5,0,65.3,7.2,Hit (1ƒ??5M),,,
Mortal Kombat (2011),PS3,Fighting,Warner Bros. Interactive Entertainment,8.5,2.9,1.98,0,0.54,0.38,2011,2010,68.3,0,18.6,13.1,Hit (1ƒ??5M),,,
Call of Duty: Finest Hour,PS2,Shooter,Activision,7.3,2.89,1.51,0.01,1.12,0.24,2004,2000,52.2,0.3,38.8,8.3,Hit (1ƒ??5M),,,
Cooking Mama: Cook Off,Wii,Simulation,Majesco,5.9,2.89,1.41,0.05,1.12,0.3,2007,2000,48.8,1.7,38.8,10.4,Hit (1ƒ??5M),,,
Hot Shots Golf 3,PS2,Sports,Sony Computer Entertainment,7.3,2.89,0.99,1.38,0.32,0.2,2002,2000,34.3,47.8,11.1,6.9,Hit (1ƒ??5M),,,
Sega Superstars Tennis,X360,Sports,Sega,6.9,2.89,1.75,0,0.86,0.28,2008,2000,60.6,0,29.8,9.7,Hit (1ƒ??5M),,,
Colin McRae Rally,PS,Racing,Sony Computer Entertainment,7.9,2.87,0.09,0.12,2.43,0.22,2000,2000,3.1,4.2,84.7,7.7,Hit (1ƒ??5M),,,
Mafia III,PS4,Action-Adventure,2K Games,6.9,2.87,0.72,0.04,1.67,0.44,2016,2010,25.1,1.4,58.2,15.3,Hit (1ƒ??5M),,,
Imagine: Babyz,DS,Simulation,Ubisoft,3.5,2.87,1.3,0,1.26,0.31,2007,2000,45.3,0,43.9,10.8,Hit (1ƒ??5M),,,
The Elder Scrolls III: Morrowind,XB,Role-Playing,Bethesda Softworks,8.2,2.86,2.09,0.03,0.63,0.11,2002,2000,73.1,1,22,3.8,Hit (1ƒ??5M),,,
Assassin's Creed: Brotherhood,PS3,Action,Ubisoft,9.1,2.85,1.87,0.11,0.57,0.3,2010,2010,65.6,3.9,20,10.5,Hit (1ƒ??5M),,,
Madden NFL 10,X360,Sports,EA Sports,8.6,2.83,2.52,0,0.09,0.22,2009,2000,89,0,3.2,7.8,Hit (1ƒ??5M),,,
BioShock,X360,Shooter,2K Games,9.6,2.83,1.65,0.05,0.85,0.28,2007,2000,58.3,1.8,30,9.9,Hit (1ƒ??5M),,,
WWE SmackDown! vs. Raw,PS2,Fighting,THQ,7.3,2.83,1.32,0.04,1.08,0.39,2004,2000,46.6,1.4,38.2,13.8,Hit (1ƒ??5M),,,
Zumba Fitness 2,Wii,Sports,Majesco,7.3,2.83,1.52,0,1.05,0.26,2011,2010,53.7,0,37.1,9.2,Hit (1ƒ??5M),,,
Gran Turismo (PSP),PSN,Racing,Sony Computer Entertainment,7.8,2.82,0.43,0.31,0.91,1.16,2009,2000,15.2,11,32.3,41.1,Hit (1ƒ??5M),,,
Diablo III: Ultimate Evil Edition,PS4,Role-Playing,Blizzard Entertainment,7.3,2.82,0.83,0.08,1.48,0.44,2014,2010,29.4,2.8,52.5,15.6,Hit (1ƒ??5M),,,
Medal of Honor,PS3,Shooter,Electronic Arts,6.7,2.82,1.28,0.07,1.04,0.43,2010,2010,45.4,2.5,36.9,15.2,Hit (1ƒ??5M),,,
Finding Nemo,GBA,Platform,THQ,7,2.82,1.59,0.04,1.05,0.14,2003,2000,56.4,1.4,37.2,5,Hit (1ƒ??5M),,,
Imagine: Fashion Designer,DS,Simulation,Ubisoft,3,2.81,1.32,0,1.19,0.3,2007,2000,47,0,42.3,10.7,Hit (1ƒ??5M),,,
Need for Speed: Hot Pursuit,PS3,Racing,Electronic Arts,8.9,2.81,1.05,0.03,1.24,0.49,2010,2010,37.4,1.1,44.1,17.4,Hit (1ƒ??5M),,,
Killzone 3,PS3,Shooter,Sony Computer Entertainment,8.2,2.81,1.46,0.09,0.87,0.38,2011,2010,52,3.2,31,13.5,Hit (1ƒ??5M),,,
NBA Street,PS2,Sports,EA Sports BIG,7.3,2.79,2.19,0,0.22,0.38,2001,2000,78.5,0,7.9,13.6,Hit (1ƒ??5M),,,
Skylanders: Spyro's Adventure,Wii,Action,Activision,8,2.79,1.35,0,1.15,0.3,2011,2010,48.4,0,41.2,10.8,Hit (1ƒ??5M),,,
A Bug's Life,PS,Platform,Sony Computer Entertainment,3.6,2.79,1.96,0,0.72,0.11,1998,1990,70.3,0,25.8,3.9,Hit (1ƒ??5M),,,
Hot Shots Golf,PS,Sports,Sony Computer Entertainment,7.3,2.79,0.29,2.13,0.2,0.18,1998,1990,10.4,76.3,7.2,6.5,Hit (1ƒ??5M),,,
WWF SmackDown! Just Bring It,PS2,Fighting,THQ,7.3,2.79,1.19,0.04,1.15,0.41,2001,2000,42.7,1.4,41.2,14.7,Hit (1ƒ??5M),,,
Mortal Kombat Trilogy,PS,Fighting,Midway Games,7.3,2.79,1.98,0,0.7,0.11,1996,1990,71,0,25.1,3.9,Hit (1ƒ??5M),,,
Star Wars: The Force Unleashed,X360,Action,LucasArts,7.1,2.77,1.74,0,0.78,0.26,2008,2000,62.8,0,28.2,9.4,Hit (1ƒ??5M),,,
Saints Row: The Third,X360,Action,THQ,8.3,2.77,1.26,0.07,1.14,0.3,2011,2010,45.5,2.5,41.2,10.8,Hit (1ƒ??5M),,,
The Sims,PS2,Simulation,Electronic Arts,7.3,2.77,1.41,0,1.12,0.24,2003,2000,50.9,0,40.4,8.7,Hit (1ƒ??5M),,,
Battlefield 3,PC,Shooter,Electronic Arts,8.9,2.76,0.89,0,1.44,0.43,2011,2010,32.2,0,52.2,15.6,Hit (1ƒ??5M),,,
Need for Speed: Most Wanted (2012),PS3,Racing,Electronic Arts,8.5,2.74,0.71,0.06,1.52,0.45,2012,2010,25.9,2.2,55.5,16.4,Hit (1ƒ??5M),,,
Far Cry: Primal,PS4,Action-Adventure,Ubisoft,7.2,2.73,0.63,0.07,1.61,0.41,2016,2010,23.1,2.6,59,15,Hit (1ƒ??5M),,,
L.A. Noire,X360,Adventure,Rockstar Games,9.1,2.73,1.55,0.02,0.92,0.24,2011,2010,56.8,0.7,33.7,8.8,Hit (1ƒ??5M),,,
Overwatch,XOne,Shooter,Blizzard Entertainment,8.7,2.72,1.63,0,0.84,0.25,2016,2010,59.9,0,30.9,9.2,Hit (1ƒ??5M),,,
Need for Speed (2015),PS4,Racing,Electronic Arts,7,2.72,0.59,0.06,1.66,0.41,2015,2010,21.7,2.2,61,15.1,Hit (1ƒ??5M),,,
Tom Clancy's Rainbow Six: Siege,XOne,Shooter,Ubisoft,7.3,2.71,1.62,0,0.84,0.25,2015,2010,59.8,0,31,9.2,Hit (1ƒ??5M),,,
Madden NFL 13,PS3,Sports,EA Sports,8.3,2.71,2.12,0,0.24,0.36,2012,2010,78.2,0,8.9,13.3,Hit (1ƒ??5M),,,
Skate 3,X360,Sports,EA Sports,8.3,2.71,1.47,0,0.99,0.25,2010,2010,54.2,0,36.5,9.2,Hit (1ƒ??5M),,,
Call of Duty 3,X360,Shooter,Activision,8,2.7,1.49,0.02,0.92,0.27,2006,2000,55.2,0.7,34.1,10,Hit (1ƒ??5M),,,
Madden NFL 12,X360,Sports,EA Sports,7.8,2.7,2.43,0,0.11,0.16,2011,2010,90,0,4.1,5.9,Hit (1ƒ??5M),,,
LEGO Star Wars II: The Original Trilogy,PS2,Action,LucasArts,8.4,2.69,1.85,0.01,0.64,0.19,2006,2000,68.8,0.4,23.8,7.1,Hit (1ƒ??5M),,,
Madden NFL 11,X360,Sports,EA Sports,8.3,2.69,2.38,0,0.12,0.19,2010,2010,88.5,0,4.5,7.1,Hit (1ƒ??5M),,,
Burnout 3: Takedown,PS2,Racing,Electronic Arts,9.3,2.68,1.23,0,1.11,0.34,2004,2000,45.9,0,41.4,12.7,Hit (1ƒ??5M),,,
Mortal Kombat,GEN,Fighting,Arena Entertainment,7.3,2.67,1.95,0,0.63,0.09,1993,1990,73,0,23.6,3.4,Hit (1ƒ??5M),,,
Call of Duty 2: Big Red One,PS2,Shooter,Activision,8.5,2.67,1.48,0.01,0.92,0.26,2005,2000,55.4,0.4,34.5,9.7,Hit (1ƒ??5M),,,
Medal of Honor,PS,Shooter,Electronic Arts,9.3,2.67,1.44,0,1.09,0.14,1999,1990,53.9,0,40.8,5.2,Hit (1ƒ??5M),,,
WWE SmackDown! Shut Your Mouth,PS2,Fighting,THQ,7.3,2.66,1.32,0.04,1.29,0,2002,2000,49.6,1.5,48.5,0,Hit (1ƒ??5M),,,
Guitar Hero: World Tour,X360,Misc,Activision,8.6,2.66,1.78,0,0.64,0.25,2008,2000,66.9,0,24.1,9.4,Hit (1ƒ??5M),,,
Medal of Honor Heroes,PSP,Shooter,Electronic Arts,6.7,2.66,0.86,0.01,1.11,0.67,2006,2000,32.3,0.4,41.7,25.2,Hit (1ƒ??5M),,,
Final Fantasy XIII-2,PS3,Role-Playing,Square Enix,8.3,2.66,0.78,0.89,0.75,0.23,2012,2010,29.3,33.5,28.2,8.6,Hit (1ƒ??5M),,,
Hannah Montana,DS,Action,Buena Vista,6.5,2.65,1.59,0,0.8,0.26,2006,2000,60,0,30.2,9.8,Hit (1ƒ??5M),,,
Tom Clancy's Splinter Cell,PS2,Action,Ubisoft,7.3,2.65,1.15,0,1.11,0.4,2003,2000,43.4,0,41.9,15.1,Hit (1ƒ??5M),,,
Need for Speed: Shift,PS3,Racing,Electronic Arts,8.2,2.65,0.69,0.04,1.4,0.52,2009,2000,26,1.5,52.8,19.6,Hit (1ƒ??5M),,,
Medal of Honor,X360,Shooter,Electronic Arts,7.3,2.64,1.58,0.04,0.8,0.22,2010,2010,59.8,1.5,30.3,8.3,Hit (1ƒ??5M),,,
NBA 2K12,X360,Sports,2K Sports,9.1,2.64,2.32,0.01,0.14,0.17,2011,2010,87.9,0.4,5.3,6.4,Hit (1ƒ??5M),,,
NBA 2K19,PS4,Sports,2K Sports,7.3,2.63,1.69,0.03,0.44,0.47,2018,2010,64.3,1.1,16.7,17.9,Hit (1ƒ??5M),,,
NBA 2K13,PS3,Sports,2K Sports,8.9,2.63,1.74,0.05,0.46,0.39,2012,2010,66.2,1.9,17.5,14.8,Hit (1ƒ??5M),,,
Midnight Club: Street Racing,PS2,Racing,Rockstar Games,7.3,2.63,2,0.02,0.47,0.14,2000,2000,76,0.8,17.9,5.3,Hit (1ƒ??5M),,,
FIFA Soccer 10,X360,Sports,EA Sports,8.9,2.62,0.6,0.01,1.79,0.23,2009,2000,22.9,0.4,68.3,8.8,Hit (1ƒ??5M),,,
ESPN NFL 2K5,PS2,Sports,Sega,7.3,2.62,2.15,0,0.12,0.36,2004,2000,82.1,0,4.6,13.7,Hit (1ƒ??5M),,,
Madden NFL 18,PS4,Sports,EA Sports,8.2,2.62,1.73,0,0.42,0.47,2017,2010,66,0,16,17.9,Hit (1ƒ??5M),,,
Harry Potter and the Chamber of Secrets,PS2,Adventure,Electronic Arts,7.3,2.61,0.9,0.04,1.22,0.44,2002,2000,34.5,1.5,46.7,16.9,Hit (1ƒ??5M),,,
LittleBigPlanet,PSP,Platform,Sony Computer Entertainment,8.8,2.61,0.65,0.01,1.27,0.68,2009,2000,24.9,0.4,48.7,26.1,Hit (1ƒ??5M),,,
Streets of Rage,GEN,Action,Sega,7.3,2.6,1.86,0.11,0.55,0.08,1990,1990,71.5,4.2,21.2,3.1,Hit (1ƒ??5M),,,
Grand Theft Auto: Episodes from Liberty City,X360,Adventure,Rockstar Games,9,2.6,1.08,0.03,1.22,0.27,2009,2000,41.5,1.2,46.9,10.4,Hit (1ƒ??5M),,,
NBA Live 2005,PS2,Sports,EA Sports,7.3,2.59,2.03,0,0.21,0.35,2004,2000,78.4,0,8.1,13.5,Hit (1ƒ??5M),,,
FIFA Soccer 09,PS3,Sports,Electronic Arts,8.6,2.59,0.49,0.04,1.63,0.43,2008,2000,18.9,1.5,62.9,16.6,Hit (1ƒ??5M),,,
LEGO Star Wars: The Complete Saga,X360,Action,LucasArts,7.3,2.59,1.53,0,0.83,0.24,2007,2000,59.1,0,32,9.3,Hit (1ƒ??5M),,,
Tom Clancy's The Division,XOne,Shooter,Ubisoft,7.3,2.59,1.54,0,0.82,0.24,2016,2010,59.5,0,31.7,9.3,Hit (1ƒ??5M),,,
Skylanders Giants,Wii,Misc,Activision,7.3,2.58,1.49,0,0.86,0.23,2012,2010,57.8,0,33.3,8.9,Hit (1ƒ??5M),,,
WWE SmackDown vs. RAW 2007,PS2,Fighting,THQ,8,2.58,1.4,0.03,0.88,0.26,2006,2000,54.3,1.2,34.1,10.1,Hit (1ƒ??5M),,,
NBA 2K14,X360,Sports,2K Sports,7.3,2.57,2.11,0,0.19,0.27,2013,2010,82.1,0,7.4,10.5,Hit (1ƒ??5M),,,
Madden NFL 08,PS2,Sports,EA Sports,7.3,2.57,2.14,0,0.08,0.35,2007,2000,83.3,0,3.1,13.6,Hit (1ƒ??5M),,,
Dragon Age: Origins,X360,Role-Playing,Electronic Arts,8.5,2.56,1.76,0.03,0.55,0.22,2009,2000,68.8,1.2,21.5,8.6,Hit (1ƒ??5M),,,
FIFA 16,PS3,Sports,EA Sports,9,2.55,0.43,0.05,1.68,0.38,2015,2010,16.9,2,65.9,14.9,Hit (1ƒ??5M),,,
Madden NFL 09,X360,Sports,EA Sports,8.5,2.54,2.21,0,0.12,0.2,2008,2000,87,0,4.7,7.9,Hit (1ƒ??5M),,,
Crazy Taxi,PS2,Racing,Acclaim Entertainment,8.2,2.52,1.13,0.06,1.12,0.22,2001,2000,44.8,2.4,44.4,8.7,Hit (1ƒ??5M),,,
Tomb Raider (2013),PS3,Action,Square Enix,8.9,2.51,0.6,0.08,1.45,0.38,2013,2010,23.9,3.2,57.8,15.1,Hit (1ƒ??5M),,,
